93,0,0.7
183,0,0.74165
221,0,0.78577816
248,1,1.0
428,0,0.7
518,0,0.74165
556,0,0.78577816
584,0,0.83253187
608,0,0.88206756
629,1,1.0
809,0,0.7
899,1,1.0
1079,0,0.7
1169,0,0.74165
1207,0,0.78577816
1235,0,0.83253187
1259,0,0.88206756
1281,0,0.9345506
1300,0,0.99015635
1318,0,1.0490706
1334,0,1.1114902
1349,0,1.1776239
1363,1,1.0
1543,0,0.7
1633,0,0.74165
1671,0,0.78577816
1698,1,1.0
1878,0,0.7
1968,1,1.0
2148,0,0.7
2238,0,0.74165
2276,0,0.78577816
2304,0,0.83253187
2328,0,0.88206756
2350,0,0.9345506
2369,0,0.99015635
2387,0,1.0490706
2403,0,1.1114902
2418,1,1.0
2598,0,0.7
2688,1,1.0
2868,0,0.7
2958,0,0.74165
2996,0,0.78577816
3024,0,0.83253187
3048,0,0.88206756
3069,1,1.0
3249,0,0.7
3339,0,0.74165
3377,0,0.78577816
3404,1,1.0
3584,0,0.7
3674,1,1.0
3854,0,0.7
3944,0,0.74165
3982,0,0.78577816
4009,1,1.0
4189,0,0.7
4279,0,0.74165
4317,0,0.78577816
4345,0,0.83253187
4369,0,0.88206756
4391,0,0.9345506
4410,0,0.99015635
4428,0,1.0490706
4444,0,1.1114902
4459,0,1.1776239
4474,0,1.2476925
4488,0,1.3219302
4501,0,1.4005849
4514,0,1.4839197
4526,0,1.5722128
4538,0,1.6657596
4549,0,1.7648723
4561,0,1.8698821
4571,0,1.9811401
4582,0,2.0990179
4592,0,2.2239094
4602,0,2.356232
4612,0,2.4964275
4621,0,2.644965
4630,0,2.8
4639,0,2.8
4648,0,2.8
4657,0,2.8
4666,0,2.8
4674,0,2.8
4682,0,2.8
4691,0,2.8
4699,0,2.8
4707,0,2.8
4714,0,2.8
4722,0,2.8
4729,0,2.8
4737,0,2.8
4744,0,2.8
4752,0,2.8
4759,0,2.8
4766,0,2.8
4773,0,2.8
4780,0,2.8
4786,0,2.8
4793,0,2.8
4800,0,2.8
4807,0,2.8
4813,0,2.8
4819,0,2.8
4826,0,2.8
4832,0,2.8
4838,0,2.8
4845,0,2.8
4851,0,2.8
4857,0,2.8
4863,0,2.8
4869,0,2.8
4875,0,2.8
4881,0,2.8
4887,0,2.8
4892,0,2.8
4898,0,2.8
4904,0,2.8
4909,0,2.8
4915,0,2.8
4921,0,2.8
4926,0,2.8
4932,0,2.8
4937,0,2.8
4942,0,2.8
4948,0,2.8
4953,0,2.8
4958,0,2.8
4964,0,2.8
4969,0,2.8
4974,0,2.8
4979,0,2.8
4984,0,2.8
4989,0,2.8
4994,0,2.8
4999,0,2.8
5004,0,2.8
5009,0,2.8
5014,0,2.8
5019,0,2.8
5024,0,2.8
5029,0,2.8
5034,0,2.8
5039,0,2.8
5043,0,2.8
5048,0,2.8
5053,0,2.8
5057,0,2.8
5062,0,2.8
5066,1,1.0
5246,0,0.7
5336,1,1.0
5516,0,0.7
5606,0,0.74165
5644,0,0.78577816
5671,1,1.0
5851,0,0.7
5941,1,1.0
6121,0,0.7
6211,0,0.74165
6249,0,0.78577816
6276,1,1.0
6456,0,0.7
6546,0,0.74165
6584,0,0.78577816
6612,0,0.83253187
6636,0,0.88206756
6658,0,0.9345506
6677,0,0.99015635
6695,0,1.0490706
6711,0,1.1114902
6726,0,1.1776239
6741,0,1.2476925
6755,0,1.3219302
6767,1,1.0
6947,0,0.7
7037,1,1.0
7217,0,0.7
7307,0,0.74165
7345,0,0.78577816
7373,0,0.83253187
7397,0,0.88206756
7419,0,0.9345506
7438,0,0.99015635
7456,0,1.0490706
7471,1,1.0
7651,0,0.7
7741,0,0.74165
7779,0,0.78577816
7806,1,1.0
7986,0,0.7
8076,1,1.0
8256,0,0.7
8346,0,0.74165
8384,0,0.78577816
8412,0,0.83253187
8436,0,0.88206756
8457,1,1.0
8637,0,0.7
8727,1,1.0
8907,0,0.7
8997,0,0.74165
9035,0,0.78577816
9063,0,0.83253187
9087,0,0.88206756
9109,0,0.9345506
9128,0,0.99015635
9145,1,1.0
9325,0,0.7
9415,0,0.74165
9453,0,0.78577816
9480,1,1.0
9660,0,0.7
9750,1,1.0
9930,0,0.7
10020,0,0.74165
10058,0,0.78577816
10086,0,0.83253187
10110,0,0.88206756
10132,0,0.9345506
10151,0,0.99015635
10169,0,1.0490706
10185,0,1.1114902
10200,0,1.1776239
10215,0,1.2476925
10229,0,1.3219302
10242,0,1.4005849
10254,1,1.0
10434,0,0.7
10524,1,1.0
10704,0,0.7
10794,0,0.74165
10832,0,0.78577816
10859,1,1.0
11039,0,0.7
11129,1,1.0
11309,0,0.7
11399,0,0.74165
11437,0,0.78577816
11464,1,1.0
11644,0,0.7
11734,0,0.74165
11772,0,0.78577816
11800,0,0.83253187
11824,0,0.88206756
11846,0,0.9345506
11865,0,0.99015635
11883,0,1.0490706
11898,1,1.0
12078,0,0.7
12168,1,1.0
12348,0,0.7
12438,0,0.74165
12476,0,0.78577816
12504,0,0.83253187
12528,0,0.88206756
12550,0,0.9345506
12569,0,0.99015635
12587,0,1.0490706
12603,0,1.1114902
12618,1,1.0
12798,0,0.7
12888,1,1.0
13068,0,0.7
13158,1,1.0
13338,0,0.7
13428,0,0.74165
13466,0,0.78577816
13494,0,0.83253187
13518,0,0.88206756
13540,0,0.9345506
13559,0,0.99015635
13576,1,1.0
13756,0,0.7
13846,1,1.0
14026,0,0.7
14116,0,0.74165
14154,0,0.78577816
14181,1,1.0
14361,0,0.7
14451,1,1.0
14631,0,0.7
14721,0,0.74165
14759,0,0.78577816
14786,1,1.0
14966,0,0.7
15056,0,0.74165
15094,0,0.78577816
15122,0,0.83253187
15146,0,0.88206756
15167,1,1.0
15347,0,0.7
15437,1,1.0
15617,0,0.7
15707,0,0.74165
15745,0,0.78577816
15772,1,1.0
15952,0,0.7
16042,1,1.0
16222,0,0.7
16312,0,0.74165
16350,0,0.78577816
16377,1,1.0
16557,0,0.7
16647,1,1.0
16827,0,0.7
16917,1,1.0
17097,0,0.7
17187,0,0.74165
17225,0,0.78577816
17253,0,0.83253187
17277,0,0.88206756
17298,1,1.0
17478,0,0.7
17568,0,0.74165
17606,0,0.78577816
17633,1,1.0
17813,0,0.7
17903,1,1.0
18083,0,0.7
18173,0,0.74165
18211,0,0.78577816
18239,0,0.83253187
18263,0,0.88206756
18285,0,0.9345506
18304,0,0.99015635
18322,0,1.0490706
18338,0,1.1114902
18353,0,1.1776239
18368,0,1.2476925
18382,0,1.3219302
18395,0,1.4005849
18407,1,1.0
18587,0,0.7
18677,1,1.0
18857,0,0.7
18947,0,0.74165
18985,0,0.78577816
19013,0,0.83253187
19037,0,0.88206756
19059,0,0.9345506
19078,0,0.99015635
19096,0,1.0490706
19112,0,1.1114902
19127,0,1.1776239
19142,0,1.2476925
19156,0,1.3219302
19169,0,1.4005849
19182,0,1.4839197
19194,0,1.5722128
19206,0,1.6657596
19217,0,1.7648723
19229,0,1.8698821
19239,0,1.9811401
19250,0,2.0990179
19260,0,2.2239094
19270,0,2.356232
19280,0,2.4964275
19288,1,1.0
19468,0,0.7
19558,0,0.74165
19596,0,0.78577816
19623,1,1.0
19803,0,0.7
19893,1,1.0
20073,0,0.7
20163,0,0.74165
20201,0,0.78577816
20228,1,1.0
20408,0,0.7
20498,0,0.74165
20536,0,0.78577816
20564,0,0.83253187
20588,0,0.88206756
20610,0,0.9345506
20629,0,0.99015635
20647,0,1.0490706
20663,0,1.1114902
20678,0,1.1776239
20692,1,1.0
20872,0,0.7
20962,1,1.0
21142,0,0.7
21232,0,0.74165
21270,0,0.78577816
21297,1,1.0
21477,0,0.7
21567,1,1.0
21747,0,0.7
21837,0,0.74165
21875,0,0.78577816
21902,1,1.0
22082,0,0.7
22172,0,0.74165
22210,0,0.78577816
22238,0,0.83253187
22262,0,0.88206756
22283,1,1.0
22463,0,0.7
22553,1,1.0
22733,0,0.7
22823,0,0.74165
22861,0,0.78577816
22889,0,0.83253187
22913,0,0.88206756
22935,0,0.9345506
22954,0,0.99015635
22971,1,1.0
23151,0,0.7
23241,0,0.74165
23279,0,0.78577816
23306,1,1.0
23486,0,0.7
23576,1,1.0
23756,0,0.7
23846,0,0.74165
23884,0,0.78577816
23912,0,0.83253187
23936,0,0.88206756
23958,0,0.9345506
23977,0,0.99015635
23995,0,1.0490706
24011,0,1.1114902
24026,0,1.1776239
24041,0,1.2476925
24055,0,1.3219302
24067,1,1.0
24247,0,0.7
24337,1,1.0
24517,0,0.7
24607,0,0.74165
24645,0,0.78577816
24673,0,0.83253187
24697,0,0.88206756
24718,1,1.0
24898,0,0.7
24988,0,0.74165
25026,0,0.78577816
25053,1,1.0
25233,0,0.7
25323,1,1.0
25503,0,0.7
25593,0,0.74165
25631,0,0.78577816
25658,1,1.0
25838,0,0.7
25928,0,0.74165
25966,0,0.78577816
25994,0,0.83253187
26018,0,0.88206756
26040,0,0.9345506
26059,0,0.99015635
26077,0,1.0490706
26092,1,1.0
26272,0,0.7
26362,1,1.0
26542,0,0.7
26632,0,0.74165
26670,0,0.78577816
26697,1,1.0
26877,0,0.7
26967,1,1.0
27147,0,0.7
27237,0,0.74165
27275,0,0.78577816
27302,1,1.0
